timepoint,G1_phase,S_phase,G2M_phase
0,0.289156626506024,0.369477911646586,0.34136546184739
0.33,0.372844827586207,0.28448275862069,0.342672413793103
1,0.368029739776952,0.356877323420074,0.275092936802974
3,0.36150234741784,0.279342723004695,0.359154929577465
7,0.352238805970149,0.307462686567164,0.340298507462687
7.33,0.353146853146853,0.321678321678322,0.325174825174825
8,0.286075949367089,0.369620253164557,0.344303797468354
10,0.33125,0.35625,0.3125
