timepoint,G1_phase,S_phase,G2M_phase
0,0.191176470588235,0.455882352941176,0.352941176470588
0.33,0.245161290322581,0.329032258064516,0.425806451612903
1,0.587962962962963,0.199074074074074,0.212962962962963
3,0.475247524752475,0.297029702970297,0.227722772277228
7,0.666666666666667,0.0555555555555556,0.277777777777778
7.33,0.534883720930233,0.209302325581395,0.255813953488372
8,0.611111111111111,0.222222222222222,0.166666666666667
10,0.282608695652174,0.304347826086957,0.41304347826087
